008851b16aa04124b3a9195676604f35,0,http://www.wikidata.org/entity/Q7432
008851b16aa04124b3a9195676604f35,2,http://www.wikidata.org/entity/Q4022
008851b16aa04124b3a9195676604f35,7,"http://www.wikidata.org/entity/Q3186692,http://www.wikidata.org/entity/Q577"
008851b16aa04124b3a9195676604f35,8,"http://www.wikidata.org/entity/Q47018901,http://www.wikidata.org/entity/Q5151"
008851b16aa04124b3a9195676604f35,10,http://www.wikidata.org/entity/Q34027
008851b16aa04124b3a9195676604f35,11,http://www.wikidata.org/entity/Q36477
008851b16aa04124b3a9195676604f35,14,http://www.wikidata.org/entity/Q677
008851b16aa04124b3a9195676604f35,15,http://www.wikidata.org/entity/Q731
008851b16aa04124b3a9195676604f35,16,http://www.wikidata.org/entity/Q2454098
008851b16aa04124b3a9195676604f35,17,http://www.wikidata.org/entity/Q706
008851b16aa04124b3a9195676604f35,18,http://www.wikidata.org/entity/Q172290
008851b16aa04124b3a9195676604f35,19,http://www.wikidata.org/entity/Q182168
008851b16aa04124b3a9195676604f35,20,http://www.wikidata.org/entity/Q688
008851b16aa04124b3a9195676604f35,23,http://www.wikidata.org/entity/Q11466
008851b16aa04124b3a9195676604f35,25,http://www.wikidata.org/entity/Q34740
008851b16aa04124b3a9195676604f35,26,http://www.wikidata.org/entity/Q336019
008851b16aa04124b3a9195676604f35,28,http://www.wikidata.org/entity/Q11500
008851b16aa04124b3a9195676604f35,31,http://www.wikidata.org/entity/Q660
008851b16aa04124b3a9195676604f35,32,http://www.wikidata.org/entity/Q658
008851b16aa04124b3a9195676604f35,33,http://www.wikidata.org/entity/Q703
008851b16aa04124b3a9195676604f35,34,http://www.wikidata.org/entity/Q409202
008851b16aa04124b3a9195676604f35,35,http://www.wikidata.org/entity/Q1306
008851b16aa04124b3a9195676604f35,36,http://www.wikidata.org/entity/Q663
008851b16aa04124b3a9195676604f35,37,http://www.wikidata.org/entity/Q876
008851b16aa04124b3a9195676604f35,38,http://www.wikidata.org/entity/Q1091
