fileName,colName,ColumnLabel,LowestClass,TopClass,fine_grained_label
actorfilms_12.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_14.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_160.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_182.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_190.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_191.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_21.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_223.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_238.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_254.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_291.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_296.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_301.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_306.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_308.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_383.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_71.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_89.csv,Actor,Actor,Actor,['Person'],Actor_Actor
actorfilms_12.csv,Film,Film,Actor,['Person'],Film
actorfilms_14.csv,Film,Film,Actor,['Person'],Film
actorfilms_160.csv,Film,Film,Actor,['Person'],Film
actorfilms_182.csv,Film,Film,Actor,['Person'],Film
actorfilms_190.csv,Film,Film,Actor,['Person'],Film
actorfilms_191.csv,Film,Film,Actor,['Person'],Film
actorfilms_21.csv,Film,Film,Actor,['Person'],Film
actorfilms_223.csv,Film,Film,Actor,['Person'],Film
actorfilms_238.csv,Film,Film,Actor,['Person'],Film
actorfilms_254.csv,Film,Film,Actor,['Person'],Film
actorfilms_291.csv,Film,Film,Actor,['Person'],Film
actorfilms_296.csv,Film,Film,Actor,['Person'],Film
actorfilms_301.csv,Film,Film,Actor,['Person'],Film
actorfilms_306.csv,Film,Film,Actor,['Person'],Film
actorfilms_308.csv,Film,Film,Actor,['Person'],Film
actorfilms_383.csv,Film,Film,Actor,['Person'],Film
actorfilms_71.csv,Film,Film,Actor,['Person'],Film
actorfilms_89.csv,Film,Film,Actor,['Person'],Film
actorfilms_12.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_14.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_160.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_182.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_190.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_191.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_21.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_223.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_238.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_254.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_291.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_296.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_301.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_306.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_308.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_383.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_71.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_89.csv,Rating,Rating,Actor,['Person'],Rating_Actor
actorfilms_12.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_14.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_160.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_182.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_190.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_191.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_21.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_223.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_238.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_254.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_291.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_296.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_301.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_306.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_308.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_383.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_71.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_89.csv,Votes,Votes,Actor,['Person'],Votes_Actor
actorfilms_12.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_14.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_160.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_182.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_190.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_191.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_21.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_223.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_238.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_254.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_291.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_296.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_301.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_306.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_308.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_383.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_71.csv,Year,Year,Actor,['Person'],Year_Actor
actorfilms_89.csv,Year,Year,Actor,['Person'],Year_Actor
AdministrativeArea_karpaty.life_September2020.csv,containsplace.?. ???????? (????????),-,AdministrativeArea,['Place'],-_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,containsplace.?. ?????????,-,AdministrativeArea,['Place'],-_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,containsplace.??????? - ???? ?? ????? ????????? ????????????? ??????? ??????????? ????. ??????? ?????????? ???? ??????? ??????????,-,AdministrativeArea,['Place'],-_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,containsplace.?. ???????,-,AdministrativeArea,['Place'],-_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.???? ????? ???????? ??? ?????????? ??????? ?? ???? ??????????, ??????? ????? ???????????? ?????????? ??????????? ?????????.",-,AdministrativeArea,['Place'],-_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.????, ??? ?????? ?????? ????????? ????? ? ????????, ????? ????????? ? ??????? ????, ???? ??? ????????? ?????????? ??? ????",-,AdministrativeArea,['Place'],-_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.?????? - ????????? ????????? ? ????????????? ??????? ?????????: ?????????? ????, ??????????? ????????, ????????????? ????.",-,AdministrativeArea,['Place'],-_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,containsplace.?. ?????,-,AdministrativeArea,['Place'],-_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,containsplace.??? ?????????,-,AdministrativeArea,['Place'],-_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.?????? ??????, ? ??????? ????? ?????????????? ? ??????? ???????? - ?????????? ???? ??????????. ?????? ????? ????????? ????????? ??????.",-,AdministrativeArea,['Place'],-_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,containsplace.?. ???????,-,AdministrativeArea,['Place'],-_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,containsplace.???????? - ???????-??????????????? ????? ? ???????????? ?????????. ?????? ????? ??????????? ??????????? ?????????? ????????,-,AdministrativeArea,['Place'],-_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.??? ?????????? ???? ???????? ? ???????? ????????? ?????? ? ????????? ?????????, ??????? ???????? ?????? ???? ????? ???????? ?????????.",-,AdministrativeArea,['Place'],-_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,"containsplace.?????? ? ????? ??????? ?????????? ??????????? ?????? ????????? ????????? ??????. ????? ????? ????????, ????? ????? ??????????? ????????, ???? ????? ?????.",-,AdministrativeArea,['Place'],-_AdministrativeArea
AdministrativeArea_inyourarea.co.uk_September2020.csv,name,AdministrativeArea,AdministrativeArea,['Place'],AdministrativeArea_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,name,AdministrativeArea,AdministrativeArea,['Place'],AdministrativeArea_AdministrativeArea
AdministrativeArea_postcode-database-nederland.nl_September2020.csv,name,AdministrativeArea,AdministrativeArea,['Place'],AdministrativeArea_AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,name,AdministrativeArea,AdministrativeArea,['Place'],AdministrativeArea_AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,name,AdministrativeArea,AdministrativeArea,['Place'],AdministrativeArea_AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,name,AdministrativeArea,AdministrativeArea,['Place'],AdministrativeArea_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,address.addresscountry,Country,AdministrativeArea,['Place'],Country_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,description,Description,AdministrativeArea,['Place'],Description_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_21.csv,description,Description,AdministrativeArea,['Place'],Description_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_25.csv,description,Description,AdministrativeArea,['Place'],Description_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_5.csv,description,Description,AdministrativeArea,['Place'],Description_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/yaremchanska-mr/yablunytsya.html,Guide,AdministrativeArea,['Place'],Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/kosivskyi-rayon/kosiv.html,Guide,AdministrativeArea,['Place'],Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/kosivskyi-rayon/jabluniv.html,Guide,AdministrativeArea,['Place'],Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/kosivskyi-rayon/kosmach.html,Guide,AdministrativeArea,['Place'],Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/verkhovynskyi-rayon/volova.html,Guide,AdministrativeArea,['Place'],Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/verkhovynskyi-rayon/dzembronya.html,Guide,AdministrativeArea,['Place'],Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/bogorodchanskyi-rayon/solotvyn.html,Guide,AdministrativeArea,['Place'],Guide
AdministrativeArea_karpaty.life_September2020.csv,containsplace./ru/guide/ivano-frankivska-oblast/bogorodchanskyi-rayon/bohorodchany.html,Guide,AdministrativeArea,['Place'],Guide
AdministrativeArea_cofactor.io_September2020.csv,row_id,ID,AdministrativeArea,['Place'],ID_AdministrativeArea
AdministrativeArea_inyourarea.co.uk_September2020.csv,row_id,ID,AdministrativeArea,['Place'],ID_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,row_id,ID,AdministrativeArea,['Place'],ID_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_21.csv,row_id,ID,AdministrativeArea,['Place'],ID_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_25.csv,row_id,ID,AdministrativeArea,['Place'],ID_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_5.csv,row_id,ID,AdministrativeArea,['Place'],ID_AdministrativeArea
AdministrativeArea_postcode-database-nederland.nl_September2020.csv,row_id,ID,AdministrativeArea,['Place'],ID_AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,row_id,ID,AdministrativeArea,['Place'],ID_AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,row_id,ID,AdministrativeArea,['Place'],ID_AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,row_id,ID,AdministrativeArea,['Place'],ID_AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,address.addresslocality,Locality,AdministrativeArea,['Place'],Locality_AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,address.addresslocality,Locality,AdministrativeArea,['Place'],Locality_AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,address.addresslocality,Locality,AdministrativeArea,['Place'],Locality_AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,address.postalcode,PostalCode,AdministrativeArea,['Place'],PostalCode_AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,address.postalcode,PostalCode,AdministrativeArea,['Place'],PostalCode_AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,address.postalcode,PostalCode,AdministrativeArea,['Place'],PostalCode_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,address.addressregion,Region,AdministrativeArea,['Place'],Region_AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,address.addressregion,Region,AdministrativeArea,['Place'],Region_AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,address.addressregion,Region,AdministrativeArea,['Place'],Region_AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,address.addressregion,Region,AdministrativeArea,['Place'],Region_AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,address.streetaddress,StreetAddress,AdministrativeArea,['Place'],StreetAddress_AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,address.streetaddress,StreetAddress,AdministrativeArea,['Place'],StreetAddress_AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,address.streetaddress,StreetAddress,AdministrativeArea,['Place'],StreetAddress_AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,telephone,Telephone,AdministrativeArea,['Place'],Telephone_AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,telephone,Telephone,AdministrativeArea,['Place'],Telephone_AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,telephone,Telephone,AdministrativeArea,['Place'],Telephone_AdministrativeArea
AdministrativeArea_cofactor.io_September2020.csv,mainentityofpage,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
AdministrativeArea_cofactor.io_September2020.csv,page_url,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
AdministrativeArea_inyourarea.co.uk_September2020.csv,page_url,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,url,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,image,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
AdministrativeArea_karpaty.life_September2020.csv,page_url,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_21.csv,image,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_21.csv,page_url,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_25.csv,image,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_25.csv,page_url,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_5.csv,image,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
AdministrativeArea_mapcarta.com_September2020_5.csv,page_url,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
AdministrativeArea_postcode-database-nederland.nl_September2020.csv,url,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
AdministrativeArea_postcode-database-nederland.nl_September2020.csv,page_url,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
AdministrativeArea_pvtrimmersphoenix.com_September2020.csv,page_url,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
AdministrativeArea_santafetowservice.com_September2020.csv,page_url,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
AdministrativeArea_speedstowingauction.com_September2020.csv,page_url,Website,AdministrativeArea,['Place'],Website_AdministrativeArea
hotel_melbourne_and_metropolitan_hotels_pubs_and_publicans_132.csv,Abstract,Abstract,Hotel,"['Organization', 'Place']",Abstract_Hotel
Air_Traffic_Passenger_Statistics_129.csv,Activity Period,Activity Period,Airline,['Organization'],Activity Period
air-traffic-passenger-statistics-1_4.csv,Activity Period,Activity Period,Airline,['Organization'],Activity Period
Air_Traffic_Passenger_Statistics_129.csv,Activity Type Code,Activity Type Code,Airline,['Organization'],Activity Type Code
air-traffic-passenger-statistics-1_4.csv,Activity Type Code,Activity Type Code,Airline,['Organization'],Activity Type Code
CollegeOrUniversity_stupidsid.com_September2020.csv,address,Address,CollegeOrUniversity,"['Organization', 'Place']",Address_CollegeOrUniversity
Hospital_General_Information (2)_127.csv,Address,Address,Hospital,"['Organization', 'Place']",Address_Hospital
Hospital_General_Information (2)_129.csv,Address,Address,Hospital,"['Organization', 'Place']",Address_Hospital
Hospital_General_Information_129.csv,Address,Address,Hospital,"['Organization', 'Place']",Address_Hospital
Hospital_General_Information_130.csv,Address,Address,Hospital,"['Organization', 'Place']",Address_Hospital
Hospital_General_Information_136.csv,Address,Address,Hospital,"['Organization', 'Place']",Address_Hospital
hospital_locations_125.csv,ADDRESS,Address,Hospital,"['Organization', 'Place']",Address_Hospital
hospital_locations_135.csv,ADDRESS,Address,Hospital,"['Organization', 'Place']",Address_Hospital
hospital_locations_147.csv,ADDRESS,Address,Hospital,"['Organization', 'Place']",Address_Hospital
hospital_locations_150.csv,ADDRESS,Address,Hospital,"['Organization', 'Place']",Address_Hospital
hospital_locations_151.csv,ADDRESS,Address,Hospital,"['Organization', 'Place']",Address_Hospital
Hotel_ebookers.fr_September2020_7.csv,address,Address,Hotel,"['Organization', 'Place']",Address_Hotel
Hotel_ebookers.fr_September2020_7.csv,geo.address,Address,Hotel,"['Organization', 'Place']",Address_Hotel
Hotel_expedia.ca_September2020_1.csv,address,Address,Hotel,"['Organization', 'Place']",Address_Hotel
Hotel_expedia.co.jp_September2020_3.csv,address.name,Address,Hotel,"['Organization', 'Place']",Address_Hotel
Hotel_expedia.co.jp_September2020_5.csv,address.name,Address,Hotel,"['Organization', 'Place']",Address_Hotel
csv-1.csv,Address,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
Pharmacies_129_125_129.csv,ADDRESS,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
Pharmacies_129_125_129.csv,ADDRESS2,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
Pharmacies_129_126.csv,ADDRESS,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
Pharmacies_129_126.csv,ADDRESS2,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
Pharmacies_131_125.csv,ADDRESS,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
Pharmacies_131_125.csv,ADDRESS2,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
Pharmacies_132_126.csv,ADDRESS,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
Pharmacies_132_126.csv,ADDRESS2,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
Pharmacies_139_125_125_127.csv,ADDRESS,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
Pharmacies_139_125_125_127.csv,ADDRESS2,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
Pharmacies_150_125_125.csv,ADDRESS,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
Pharmacies_150_125_125.csv,ADDRESS2,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
Pharmacies_203.csv,ADDRESS,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
Pharmacies_203.csv,ADDRESS2,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
pharmacies-1.csv,ADDRESS,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
hotosm_usa_newyork_health_facilities_points.csv,addrfull,Address,Pharmacy,"['Organization', 'Place']",Address_Pharmacy
Datafiniti_Fast_Food_Restaurants_125.csv,address,Address,Restaurant,"['Organization', 'Place']",Address_Restaurant
Datafiniti_Fast_Food_Restaurants_Jun19_125.csv,address,Address,Restaurant,"['Organization', 'Place']",Address_Restaurant
Tokyo_Restaurant_Reviews_Tabelog_159.csv,address,Address,Restaurant,"['Organization', 'Place']",Address_Restaurant
zomato_dataset_130.csv,address,Address,Restaurant,"['Organization', 'Place']",Address_Restaurant
chicago-public-schools-school-profile-information-sy1819-1_126_125_125_125_125_125_125_126.csv,Address,Address,School,"['Organization', 'Place']",Address_School
chicago-public-schools-school-profile-information-sy2122-1_126_125_125_125_125_125_125.csv,Address,Address,School,"['Organization', 'Place']",Address_School
GovernmentOrganization_ritualshik.ru_September2020_4_125.csv,address,AddressLocality,GovernmentOrganization,['Organization'],AddressLocality
GovernmentOrganization_allbiz.at_September2020.csv,address.addresslocality,AddressLocality,GovernmentOrganization,['Organization'],AddressLocality
GovernmentOrganization_geste.it_September2020.csv,address.addresslocality,AddressLocality,GovernmentOrganization,['Organization'],AddressLocality
GovernmentOrganization_gotopoland.eu_September2020.csv,address.addresslocality,AddressLocality,GovernmentOrganization,['Organization'],AddressLocality
GovernmentOrganization_guanghong.co.th_September2020.csv,address.addresslocality,AddressLocality,GovernmentOrganization,['Organization'],AddressLocality
GovernmentOrganization_ivfuture.uk_September2020.csv,address.addresslocality,AddressLocality,GovernmentOrganization,['Organization'],AddressLocality
GovernmentOrganization_viralgrowth.eu_September2020.csv,address.addresslocality,AddressLocality,GovernmentOrganization,['Organization'],AddressLocality
GovernmentOrganization_visitgreaterpalmsprings.com_September2020.csv,address.addresslocality,AddressLocality,GovernmentOrganization,['Organization'],AddressLocality
GovernmentOrganization_visitphoenix.com_September2020.csv,address.addresslocality,AddressLocality,GovernmentOrganization,['Organization'],AddressLocality
Air_Traffic_Passenger_Statistics_129.csv,Adjusted Activity Type Code,Adjusted Activity Type Code,Airline,['Organization'],Adjusted Activity Type Code
Air_Traffic_Passenger_Statistics_129.csv,Adjusted Passenger Count,Adjusted Passenger Count,Airline,['Organization'],Adjusted Passenger Count
chicago-public-schools-school-profile-information-sy1819-1_126_125_125_125_125_125_125_126.csv,Administrator,Administrator,School,"['Organization', 'Place']",Administrator
chicago-public-schools-school-profile-information-sy2122-1_126_125_125_125_125_125_125.csv,Administrator,Administrator,School,"['Organization', 'Place']",Administrator
chicago-public-schools-school-profile-information-sy1819-1_126_125_125_125_125_125_125_126.csv,Administrator_Title,Administrator_Title,School,"['Organization', 'Place']",Administrator_Title
chicago-public-schools-school-profile-information-sy2122-1_126_125_125_125_125_125_125.csv,Administrator_Title,Administrator_Title,School,"['Organization', 'Place']",Administrator_Title
chicago-public-schools-school-profile-information-sy1819-1_126_125_125_125_125_125_125_126.csv,After_School_Hours,After_School_Hours,School,"['Organization', 'Place']",After_School_Hours
chicago-public-schools-school-profile-information-sy2122-1_126_125_125_125_125_125_125.csv,After_School_Hours,After_School_Hours,School,"['Organization', 'Place']",After_School_Hours
Airline Dataset Updated - v2_126.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated - v2_131.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated - v2_134.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated - v2_137.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated - v2_14.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated - v2_146.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated - v2_151.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated - v2_16.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated - v2_18.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated - v2_184.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated - v2_9.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated_151.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated_152.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated_168.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated_20.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated_205.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated_206.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated_219.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated_222.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated_34.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated_36.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset Updated_49.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset_145.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset_169.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset_179.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset_208.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset_22.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset_240.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset_27.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset_45.csv,Age,Age,Airline,['Organization'],Age_Airline
Airline Dataset_47.csv,Age,Age,Airline,['Organization'],Age_Airline
male_teams (2)_130.csv,starting_xi_average_age,Age,World Cup Team,['Organization'],Age_World Cup Team
male_teams (2)_130.csv,whole_team_average_age,Age,World Cup Team,['Organization'],Age_World Cup Team
male_teams (2)_142.csv,starting_xi_average_age,Age,World Cup Team,['Organization'],Age_World Cup Team
male_teams (2)_142.csv,whole_team_average_age,Age,World Cup Team,['Organization'],Age_World Cup Team
male_teams (2)_156.csv,starting_xi_average_age,Age,World Cup Team,['Organization'],Age_World Cup Team
male_teams (2)_156.csv,whole_team_average_age,Age,World Cup Team,['Organization'],Age_World Cup Team
male_teams (2)_161.csv,starting_xi_average_age,Age,World Cup Team,['Organization'],Age_World Cup Team
male_teams (2)_161.csv,whole_team_average_age,Age,World Cup Team,['Organization'],Age_World Cup Team
male_teams (2)_167.csv,starting_xi_average_age,Age,World Cup Team,['Organization'],Age_World Cup Team
